"","GEOID","demographic","percent","pop_size"
"728","37021002506","White",0.685,2328.315
"729","37021002603","Asian",0,0
"730","37021002603","Black",0.018,63.396
"731","37021002603","Other",0.159,559.998
"732","37021002603","White",0.823,2898.606
"733","37021002604","Asian",0,0
"734","37021002604","Black",0.002,11.04
"735","37021002604","Other",0.05,276
"736","37021002604","White",0.948,5232.96
"737","37021002606","Asian",0.001,6.495
"738","37021002606","Black",0.059,383.205
"739","37021002606","Other",0.067,435.165
"740","37021002606","White",0.873,5670.135
"741","37021002607","Asian",0.014,52.668
"742","37021002607","Black",0.003,11.286
"743","37021002607","Other",0.079,297.198
"744","37021002607","White",0.904,3400.848
"745","37021002608","Asian",0.016,73.744
"746","37021002608","Black",0.03,138.27
"747","37021002608","Other",0.158,728.222
"748","37021002608","White",0.796,3668.764
"749","37021002609","Asian",0,0
"750","37021002609","Black",0.072,133.344
"751","37021002609","Other",0.109,201.868
"752","37021002609","White",0.819,1516.788
"753","37021002701","Asian",0.051,203.031
"754","37021002701","Black",0.02,79.62
"755","37021002701","Other",0.076,302.556
"756","37021002701","White",0.854,3399.774
"757","37021002702","Asian",0.005,24.245
"758","37021002702","Black",0.027,130.923
"759","37021002702","Other",0.035,169.715
"760","37021002702","White",0.933,4524.117
"761","37021002704","Asian",0.002,10.55
"762","37021002704","Black",0.013,68.575
"763","37021002704","Other",0.112,590.8
"764","37021002704","White",0.873,4605.075
"765","37021002705","Asian",0,0
"766","37021002705","Black",0,0
"767","37021002705","Other",0,0
"768","37021002705","White",1,1193
"769","37021002803","Asian",0,0
"770","37021002803","Black",0.011,57.596
"771","37021002803","Other",0.206,1078.616
"772","37021002803","White",0.783,4099.788
"773","37021002804","Asian",0,0
"774","37021002804","Black",0.008,41.248
"775","37021002804","Other",0.035,180.46
"776","37021002804","White",0.957,4934.292
"777","37021002900","Asian",0.001,4.225
"778","37021002900","Black",0,0
"779","37021002900","Other",0.017,71.825
"780","37021002900","White",0.981,4144.725
"781","37021003002","Asian",0,0
"782","37021003002","Black",0.025,201.3
"783","37021003002","Other",0.104,837.408
"784","37021003002","White",0.871,7013.292
"785","37021003003","Asian",0.005,27.825
"786","37021003003","Black",0.128,712.32
"787","37021003003","Other",0.076,422.94
"788","37021003003","White",0.791,4401.915
"789","37021003004","Asian",0.002,6.006
"790","37021003004","Black",0.011,33.033
"791","37021003004","Other",0.041,123.123
"792","37021003004","White",0.946,2840.838
"793","37021003103","Asian",0.007,14.532
"794","37021003103","Black",0.01,20.76
"795","37021003103","Other",0.034,70.584
"796","37021003103","White",0.948,1968.048
"797","37021003105","Asian",0.005,16.34
"798","37021003105","Black",0.036,117.648
"799","37021003105","Other",0.031,101.308
"800","37021003105","White",0.928,3032.704
"801","37021003106","Asian",0,0
"802","37021003106","Black",0,0
"803","37021003106","Other",0,0
"804","37021003106","White",1,1162
"805","37021003107","Asian",0,0
"806","37021003107","Black",0.045,196.785
"807","37021003107","Other",0.075,327.975
"808","37021003107","White",0.88,3848.24
"809","37021003108","Asian",0.001,2.067
"810","37021003108","Black",0.028,57.876
"811","37021003108","Other",0.015,31.005
"812","37021003108","White",0.955,1973.985
"813","37021003201","Asian",0,0
"814","37021003201","Black",0.001,1.768
"815","37021003201","Other",0.051,90.168
"816","37021003201","White",0.947,1674.296
"817","37021003202","Asian",0.014,53.746
"818","37021003202","Black",0.025,95.975
"819","37021003202","Other",0.032,122.848
"820","37021003202","White",0.929,3566.431
"821","37021003203","Asian",0,0
"822","37021003203","Black",0.034,219.776
"823","37021003203","Other",0.15,969.6
"824","37021003203","White",0.816,5274.624
"825","37021003204","Asian",0,0
"826","37021003204","Black",0.036,189.324
"827","37021003204","Other",0.09,473.31
"828","37021003204","White",0.874,4596.366
"829","37021003205","Asian",0,0
"830","37021003205","Black",0,0
"831","37021003205","Other",0.086,119.196
"832","37021003205","White",0.914,1266.804
"833","37023020100","Asian",0,0
"834","37023020100","Black",0.093,394.878
"835","37023020100","Other",0.019,80.674
"836","37023020100","White",0.887,3766.202
"837","37023020202","Asian",0.007,31.241
"838","37023020202","Black",0.134,598.042
"839","37023020202","Other",0.058,258.854
"840","37023020202","White",0.8,3570.4
"841","37023020203","Asian",0.015,49.245
"842","37023020203","Black",0.145,476.035
"843","37023020203","Other",0.001,3.283
"844","37023020203","White",0.839,2754.437
"845","37023020204","Asian",0,0
"846","37023020204","Black",0.094,236.41
"847","37023020204","Other",0.042,105.63
"848","37023020204","White",0.864,2172.96
"849","37023020301","Asian",0.1,537.9
"850","37023020301","Black",0.083,446.457
"851","37023020301","Other",0.055,295.845
"852","37023020301","White",0.763,4104.177
"853","37023020303","Asian",0.07,334.53
"854","37023020303","Black",0.016,76.464
"855","37023020303","Other",0.048,229.392
"856","37023020303","White",0.866,4138.614
"857","37023020304","Asian",0,0
"858","37023020304","Black",0,0
"859","37023020304","Other",0.066,138.204
"860","37023020304","White",0.934,1955.796
"861","37023020500","Asian",0.028,77.672
"862","37023020500","Black",0.118,327.332
"863","37023020500","Other",0.246,682.404
"864","37023020500","White",0.608,1686.592
"865","37023020600","Asian",0,0
"866","37023020600","Black",0.154,915.068
"867","37023020600","Other",0.364,2162.888
"868","37023020600","White",0.482,2864.044
"869","37023020801","Asian",0.019,109.972
"870","37023020801","Black",0.01,57.88
"871","37023020801","Other",0.045,260.46
"872","37023020801","White",0.927,5365.476
"873","37023020802","Asian",0.054,172.908
"874","37023020802","Black",0.138,441.876
"875","37023020802","Other",0.077,246.554
"876","37023020802","White",0.73,2337.46
"877","37023020901","Asian",0.03,107.01
"878","37023020901","Black",0,0
"879","37023020901","Other",0.021,74.907
"880","37023020901","White",0.95,3388.65
"881","37023020902","Asian",0.016,53.264
"882","37023020902","Black",0,0
"883","37023020902","Other",0.084,279.636
"884","37023020902","White",0.9,2996.1
"885","37023021000","Asian",0.091,455.273
"886","37023021000","Black",0.025,125.075
"887","37023021000","Other",0.062,310.186
"888","37023021000","White",0.822,4112.466
"889","37023021100","Asian",0.005,31.43
"890","37023021100","Black",0.015,94.29
"891","37023021100","Other",0.037,232.582
"892","37023021100","White",0.943,5927.698
"893","37023021201","Asian",0.041,155.226
"894","37023021201","Black",0,0
"895","37023021201","Other",0.039,147.654
"896","37023021201","White",0.92,3483.12
"897","37023021202","Asian",0.042,188.622
"898","37023021202","Black",0.002,8.982
"899","37023021202","Other",0.076,341.316
"900","37023021202","White",0.88,3952.08
"901","37023021203","Asian",0.117,410.553
"902","37023021203","Black",0.01,35.09
"903","37023021203","Other",0.054,189.486
"904","37023021203","White",0.818,2870.362
"905","37023021301","Asian",0.001,5.32
"906","37023021301","Black",0.126,670.32
"907","37023021301","Other",0.097,516.04
"908","37023021301","White",0.777,4133.64
"909","37023021302","Asian",0.018,59.94
"910","37023021302","Black",0.013,43.29
"911","37023021302","Other",0.06,199.8
"912","37023021302","White",0.909,3026.97
"913","37023021400","Asian",0.082,388.926
"914","37023021400","Black",0.106,502.758
"915","37023021400","Other",0.252,1195.236
"916","37023021400","White",0.559,2651.337
"917","37025040501","Asian",0,0
"918","37025040501","Black",0.388,3261.14
"919","37025040501","Other",0.222,1865.91
"920","37025040501","White",0.389,3269.545
"921","37025040502","Asian",0.011,68.574
"922","37025040502","Black",0.08,498.72
"923","37025040502","Other",0.138,860.292
"924","37025040502","White",0.771,4806.414
"925","37025040600","Asian",0,0
"926","37025040600","Black",0.058,315.636
"927","37025040600","Other",0.088,478.896
"928","37025040600","White",0.854,4647.468
"929","37025040701","Asian",0,0
"930","37025040701","Black",0.137,294.276
"931","37025040701","Other",0.253,543.444
"932","37025040701","White",0.61,1310.28
"933","37025040703","Asian",0.071,192.339
"934","37025040703","Black",0.44,1191.96
"935","37025040703","Other",0.219,593.271
"936","37025040703","White",0.27,731.43
"937","37025040704","Asian",0.013,44.889
"938","37025040704","Black",0.324,1118.772
"939","37025040704","Other",0.097,334.941
"940","37025040704","White",0.566,1954.398
"941","37025040705","Asian",0.018,66.312
"942","37025040705","Black",0.32,1178.88
"943","37025040705","Other",0.134,493.656
"944","37025040705","White",0.528,1945.152
"945","37025040800","Asian",0,0
"946","37025040800","Black",0.207,847.044
"947","37025040800","Other",0.149,609.708
"948","37025040800","White",0.643,2631.156
"949","37025040900","Asian",0.003,5.79
"950","37025040900","Black",0.186,358.98
"951","37025040900","Other",0.148,285.64
"952","37025040900","White",0.662,1277.66
"953","37025041001","Asian",0,0
"954","37025041001","Black",0.181,559.652
"955","37025041001","Other",0.143,442.156
"956","37025041001","White",0.675,2087.1
"957","37025041002","Asian",0,0
"958","37025041002","Black",0.234,760.5
"959","37025041002","Other",0.194,630.5
"960","37025041002","White",0.572,1859
"961","37025041100","Asian",0.001,6.097
"962","37025041100","Black",0.13,792.61
"963","37025041100","Other",0.098,597.506
"964","37025041100","White",0.771,4700.787
"965","37025041201","Asian",0.032,123.296
"966","37025041201","Black",0.378,1456.434
"967","37025041201","Other",0.055,211.915
"968","37025041201","White",0.536,2065.208
"969","37025041202","Asian",0.012,70.764
"970","37025041202","Black",0.205,1208.885
"971","37025041202","Other",0.055,324.335
"972","37025041202","White",0.729,4298.913
"973","37025041301","Asian",0.052,388.7
"974","37025041301","Black",0.09,672.75
"975","37025041301","Other",0.114,852.15
"976","37025041301","White",0.745,5568.875
"977","37025041304","Asian",0.126,1067.346
"978","37025041304","Black",0.237,2007.627
"979","37025041304","Other",0.072,609.912
"980","37025041304","White",0.565,4786.115
"981","37025041305","Asian",0.103,271.199
"982","37025041305","Black",0.041,107.953
"983","37025041305","Other",0.049,129.017
"984","37025041305","White",0.806,2122.198
"985","37025041306","Asian",0.24,1199.52
"986","37025041306","Black",0.224,1119.552
"987","37025041306","Other",0.066,329.868
"988","37025041306","White",0.471,2354.058
"989","37025041307","Asian",0.172,1407.476
"990","37025041307","Black",0.162,1325.646
"991","37025041307","Other",0.114,932.862
"992","37025041307","White",0.55,4500.65
"993","37025041503","Asian",0.071,401.15
"994","37025041503","Black",0.216,1220.4
"995","37025041503","Other",0.115,649.75
"996","37025041503","White",0.598,3378.7
"997","37025041504","Asian",0.052,223.86
"998","37025041504","Black",0.064,275.52
"999","37025041504","Other",0.191,822.255
"1000","37025041504","White",0.693,2983.365
"1001","37025041505","Asian",0.163,1382.077
"1002","37025041505","Black",0.172,1458.388
"1003","37025041505","Other",0.108,915.732
"1004","37025041505","White",0.557,4722.803
"1005","37025041506","Asian",0.014,72.072
"1006","37025041506","Black",0.184,947.232
"1007","37025041506","Other",0.019,97.812
"1008","37025041506","White",0.783,4030.884
"1009","37025041507","Asian",0.051,184.722
"1010","37025041507","Black",0.006,21.732
"1011","37025041507","Other",0.101,365.822
"1012","37025041507","White",0.842,3049.724
"1013","37025041602","Asian",0.041,157.563
"1014","37025041602","Black",0.019,73.017
"1015","37025041602","Other",0.18,691.74
"1016","37025041602","White",0.759,2916.837
"1017","37025041603","Asian",0.029,130.529
"1018","37025041603","Black",0.026,117.026
"1019","37025041603","Other",0.13,585.13
"1020","37025041603","White",0.815,3668.315
"1021","37025041604","Asian",0,0
"1022","37025041604","Black",0.016,62.32
"1023","37025041604","Other",0.008,31.16
"1024","37025041604","White",0.977,3805.415
"1025","37025041701","Asian",0.022,85.338
"1026","37025041701","Black",0.124,480.996
"1027","37025041701","Other",0.034,131.886
"1028","37025041701","White",0.821,3184.659
"1029","37025041702","Asian",0.046,167.486
"1030","37025041702","Black",0.012,43.692
"1031","37025041702","Other",0.071,258.511
"1032","37025041702","White",0.87,3167.67
"1033","37025041901","Asian",0,0
"1034","37025041901","Black",0.243,695.709
"1035","37025041901","Other",0.513,1468.719
"1036","37025041901","White",0.245,701.435
"1037","37025041902","Asian",0,0
"1038","37025041902","Black",0.35,1198.05
"1039","37025041902","Other",0.276,944.748
"1040","37025041902","White",0.374,1280.202
"1041","37025042000","Asian",0.028,176.428
"1042","37025042000","Black",0.119,749.819
"1043","37025042000","Other",0.221,1392.521
"1044","37025042000","White",0.633,3988.533
"1045","37025042101","Asian",0.011,41.349
"1046","37025042101","Black",0.481,1808.079
"1047","37025042101","Other",0.413,1552.467
"1048","37025042101","White",0.095,357.105
"1049","37025042102","Asian",0.025,102.575
"1050","37025042102","Black",0.214,878.042
"1051","37025042102","Other",0.141,578.523
"1052","37025042102","White",0.62,2543.86
"1053","37025042201","Asian",0,0
"1054","37025042201","Black",0.194,584.716
"1055","37025042201","Other",0.047,141.658
"1056","37025042201","White",0.759,2287.626
"1057","37025042202","Asian",0,0
"1058","37025042202","Black",0.174,762.99
"1059","37025042202","Other",0.056,245.56
"1060","37025042202","White",0.77,3376.45
"1061","37025042300","Asian",0.002,8.34
"1062","37025042300","Black",0.251,1046.67
"1063","37025042300","Other",0.19,792.3
"1064","37025042300","White",0.556,2318.52
"1065","37025042401","Asian",0,0
"1066","37025042401","Black",0.078,337.896
"1067","37025042401","Other",0.094,407.208
"1068","37025042401","White",0.828,3586.896
"1069","37025042402","Asian",0,0
"1070","37025042402","Black",0.33,2112.99
"1071","37025042402","Other",0.302,1933.706
"1072","37025042402","White",0.368,2356.304
"1073","37025042501","Asian",0.052,244.972
"1074","37025042501","Black",0.086,405.146
"1075","37025042501","Other",0.148,697.228
"1076","37025042501","White",0.715,3368.365
"1077","37025042502","Asian",0,0
"1078","37025042502","Black",0.337,823.628
"1079","37025042502","Other",0.145,354.38
"1080","37025042502","White",0.518,1265.992
"1081","37025042503","Asian",0.067,356.909
"1082","37025042503","Black",0.117,623.259
"1083","37025042503","Other",0.12,639.24
"1084","37025042503","White",0.695,3702.265
"1085","37025042504","Asian",0.022,35.948
"1086","37025042504","Black",0.157,256.538
"1087","37025042504","Other",0.181,295.754
"1088","37025042504","White",0.64,1045.76
"1089","37025042601","Asian",0.003,19.584
